book_id,title,author,publisher,original_title,translator,pub_year,pages,price,currency_unit,binding,isbn,author_intro,book_intro,content,tags,picture
1003000,悟空传,今何在,光明日报出版社,,,1-Apr,300,1480,元,平装,9.79E+12,"今何在，网络文学作家，1977年生人。《悟空传》、《诺星汉天空》作者。做过网站管理，游戏策划，影视编剧。
","猪八戒和孙悟空虽然都神通广大，但在命运面前终究是软弱无力的小人物。顶天立地的美猴王实际上仍然是那个充满惊恐的小猴子，而决心与命运抗争的天蓬若非紧急也终究不肯以猪的面目见阿月。神仙尚且如此，何况吾辈生来渺小的小人物呢？随着年纪的增长，少年时素怀的“愿乘长风破万里浪”的豪情 壮志早已经烟消云散，只剩下一个行尸走肉的家伙还在苟延残喘。自己何尝不是一只因为知道自己身份而在午夜对月痛哭的猪啊！但他们最终战胜了命运，而我呢？
","网友说
悟空传
百年孤独
花果山
评论
· · · · · ·     (
)
","悟空传
今何在
小说
网络小说
网络文学
西游记
中国
文学
",unknown_value_please_contact_support
1003246,殷商史,胡厚宣，胡振宇,上海人民出版社,,,3-Apr,634,5500,,精装,9.79E+12,"胡厚宣（1911-1995）河北省望都县人。1934年北京大学史学系毕业，入中央研究院历史语言研究所考古组，参加殷墟发掘和整理出土的甲骨文字。1940年后，为成都齐鲁大学国学研究所研究员、大学部教授，并先后任中文系主任及中国历史社会学系主任。1947年，转上海复旦大学任历史系教授兼中国古代史教研室主任，还兼任暨南大学教授。1956年奉调北京，任中国科学院历史研究所（今属中国社会科学院）研究员。历任中国殷商文化学会会长等职。著作有《甲骨文发现的总结》、《五十年甲骨学论著目》、《殷墟发掘》及《战后宁沪新获甲骨集》、《战后南北所见甲骨录》、《战后京津新获甲骨集》、《甲骨续存》、《苏德美日所见甲骨集》，并主持编纂《甲骨文合集》，以及发表论文百余篇。
胡振宇 1957年生，北京市人。1983年获北京师范大学历史学学士学位。现为中国社会科学院历史研究所副研究员...
胡厚宣（1911-1995）河北省望都县人。1934年北京大学史学系毕业，入中央研究院历史语言研究所考古组，参加殷墟发掘和整理出土的甲骨文字。1940年后，为成都齐鲁大学国学研究所研究员、大学部教授，并先后任中文系主任及中国历史社会学系主任。1947年，转上海复旦大学任历史系教授兼中国古代史教研室主任，还兼任暨南大学教授。1956年奉调北京，任中国科学院历史研究所（今属中国社会科学院）研究员。历任中国殷商文化学会会长等职。著作有《甲骨文发现的总结》、《五十年甲骨学论著目》、《殷墟发掘》及《战后宁沪新获甲骨集》、《战后南北所见甲骨录》、《战后京津新获甲骨集》、《甲骨续存》、《苏德美日所见甲骨集》，并主持编纂《甲骨文合集》，以及发表论文百余篇。
胡振宇 1957年生，北京市人。1983年获北京师范大学历史学学士学位。现为中国社会科学院历史研究所副研究员，甲骨学殷商史研究中心秘书长。从事中国上古史及文化史研究，整理出版《甲骨续补编》（甲编）三册等。
","《殷商史》充分体现了著名甲骨学、古文字学专家胡厚宣先生的研究成果，对处于中国历史远古时期的殷商时代的社会、政治、经济与文化生活等方面作了系统、详细、深入的考释与阐述。1995年，胡先生不幸辞世，其子胡振宇先生乃继承父业，历经数载踵事增华，终于完成了胡先生这部未竟之作。
","序言
篇前
一、 国事概要篇
第一章 商族起源
第二章 殷商世系
第三章 商都屡迁
第四章 殷商方国
二、 政治制度篇
第五章 殷王制度篇
第六章 殷商史官
第七章 图腾崇拜
第八章 奴隶遭遇
三、 社会生活篇
第九章 农业生产
第十章 天文气象
第十一章 医药卫生
第十二章 居住环境
四、学术文化篇
第十三章 殷商文字
第十四章 宗教思想
五、工艺美术篇
第十五章 铜陶骨玉
第十六章 蚕桑纺织
篇后
附录 大事年表
· · · · · ·     (
)
","殷商史
历史
先秦史
殷商
胡厚宣
中国断代史
中国历史
中国史
",unknown_value_please_contact_support
1003284,退步集,陈丹青,广西师范大学出版社,,,5-Jan,427,3800,元,平装,9.79E+12,"陈丹青，1953年生与上海，1970年至1978年辗转赣南与苏北农村插队落户，其间自习绘画。1978年以同等学历考入中央美术学院油画系研究生班，1980年毕业留校，1982年赴纽约定居，自由职业画家。2000年回国，现定居北京。早年作《西藏组画》，近十年作并置系列及书籍景物系列。业余写作，2000年出版文集《纽约琐记》，2002年出版《陈丹青音乐笔记》，2003年出版杂文集《多余的素材》。
","《退步集》是陈丹青归国五年来部分文字的结集，三十余篇文章，话题兼及绘画、影像、城市、教育诸方面，自云“退步”，语涉双关，也可理解为对百年中国人文艺术领域种种“进步观”的省思和追问。
","“且说说我自己”
绘画
中国人为什么画油画
常识与记忆
山高水长
批评与权力
骄傲与劫难
向上海美专致敬
油画与图像
绘画，图像与学术行政化
访谈
人样的，太人样的！
山中一夜雨，树杪百重泉
无知与有知
消费不是奢侈
媒体，大众与神话
城市
城市建设与历史记忆
建筑设计与行政文化
“有史以来”
我们应该向那位大清国老兵丁好好学习
心理景观，建筑景观与行政景观
古镇：衰败与沦亡
评议
众生相与人物画
国画革命的隔代国画
世界的重叠
地方与画家
伟大的残骸
影像
影像与中国
摄影的严肃，严肃的摄影
艺术作为摄影
摄影在中国
· · · · · ·     (
)
","陈丹青
随笔
艺术
退步集
杂文
文化
人文
中国
",unknown_value_please_contact_support
1003373,李敖快意恩仇录,李敖,中国友谊出版社,,,4-Aug,437,2800,元,平装,9.79E+12,,"《李敖快意恩仇录》是李敖在1997年出版，坦白回忆他个人的成长，一时之间唤起整个社会对的美好回忆，成为横妇书市的风云之作。李敖不是宽容社会下的产物，亦不是宽容社会的见证。一个社会出现一们李敖，哪里容易的事，又哪里是平白得来的呢？因此《李敖回忆录》里的三十万字，实在是欲说还休，或语未详，或按下不表，或舍之则藏，未尽之处，势必再叙，若《李敖回忆寻》正集为画龙之作，则《李敖快意恩仇录》即是点晴之书。
","瞻之在前，忽焉在后
自序
1 陆根纪
――漂洋过海，乃怀陆根，
我虽不往，一往情深。
2 小寒纪
――十五二十，时我少年，
陷身孤岛，一片小寒。
3 大寒纪
――一身惨绿，四境深蓝，
我行方踽，一片大寒。
4 投笔纪
――虽去从戎，却未投笔，
军中黑暗，我来掀底。
5 委蜕纪
――委蜕大难，最近高楼，
虽被三振，不肯暴投。
6 星火纪
――星星之火，可以燎原，
我是火首，谁敢当前。
……
· · · · · ·     (
)
","李敖
李敖快意恩仇录
传记
杂文
台湾
人物传记
随笔
文学
",unknown_value_please_contact_support
1003417,左传全译,Ming Zuoqiu,贵州人民出版社,,,1990,748,7000,,平装,9.79E+12,,"该书记录了从鲁隐公元年（公元前722年）起到鲁哀公二十七年（公元前 468年）止，共255年内周王朝以及各诸侯国之间某些重大的历史事件。作品比较真实地反映了当时的情况，具有一定的进步意义，它所记载的许多史事已经成为我国传统文化的重要组成部分。
一部《左传》，叙春秋一代二百五十多年史事，虽仅八万多字，可字外有字，内容极为丰富，也可当科技史、军事史读。春秋初期测冬至常错，其后逐渐正确，可见观测的逐渐进步。同时，也知道十九年七闰月，更是一种进步。《左传》常引《军志》，这是古兵书，如定宣公十二年孙叔敖引《军志》“先人有夺人之心”，因主动进攻，使晋军大败。《孙子兵法》十三篇可能是春秋一代兵书的总结。
","目录
前言
隐公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
桓公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
庄公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
十九年
二十年
二十一年
二十二年
二十三年
二十四年
二十五年
二十六年
二十七年
二十八年
二十九年
三十年
三十一年
三十二年
闵公
元年
二年
信公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
十九年
二十年
二十一年
二十二年
二十三年
二十四年
二十五年
二十六年
二十七年
二十八年
二十九年
三十年
三十一年
三十二年
三十三年
文公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
宣公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
成公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
裹公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
十九年
二十年
二十一年
二十二年
二十三年
二十四年
二十五年
二十六年
二十七年
二十八年
二十九年
三十年
三十一年
昭公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
十四年
十五年
十六年
十七年
十八年
十九年
二十年
二十一年
二十二年
二十三年
二十四年
二十五年
二十六年
二十七年
二十八年
二十九年
三十年
三十一年
三十二年
定公
元年
二年
三年
四年
五年
六年
七年
八年
九年
十年
十一年
十二年
十三年
二十五年
二十六年
二十七年
· · · · · ·     (
)
","历史
古籍
中国历史
左传
国学
中国古典文学
中国历代名著全译丛书
收藏
",unknown_value_please_contact_support
1003479,中国历代政治得失,錢穆,生活·读书·新知三联书店,,,2001,178,1200,元,平装,9.79E+12,"钱穆（1895-1990年），字宾四，著名历史学家，江苏无锡人。1912年始为乡村小学教师，后历中学而大学，先后在燕京大学、北京大学、清华大学、西南联合大学等数校任教。1949年只身去香港，创办新亚书院，1967年起定居台湾。
","《中国历代政治得失》为作者的专题演讲合集，分别就中国汉、唐、宋、明、清五代的政府组织、百官职权、考试监察、财经赋税、兵役义务等种种政治制度作了提要勾玄的概观与比照，叙述因革演变，指陈利害得失。既高屋建瓴地总括了中国历史与政治的精要大义，又点明了近现代国人对传统文化和精神的种种误解。言简意赅，语重心长，实不失为一部简明的“中国政治制度史”。
","序
前言
第一讲汉代
一、汉代政府组织
甲、皇室与政府
乙、中央政府的组织
丙、汉代地方政府
丁、中央与地方之关系
二、汉代选举制度
三、汉代经济制度
四、汉代兵役制度
五、汉制得失检讨
第二讲唐代
一、唐代政府组织
甲、汉唐相权之比较
乙、唐代中央政府三省职权之分配
丙、中央最高机构政事堂
丁、尚书省与六部
戊、唐代地方政府
己、观察使与节度使
二、唐代考试制度
甲、魏晋南北朝时代之九品中正制
乙、唐代之科举
三、唐代经济制度
甲、唐代的租府调制
乙、唐代账籍制度
丙、唐代的两税制
丁、汉唐经济财政之比较
四、唐代兵役制度
五、唐代制度综述
第三讲宋代
一、宋代政府组织
甲、宋代中央政府
乙、相权之分割
丙、君权之侵揽
丁、谏垣与政府之水火
戊、宋代地方政府
二、宋代考试制度
三、宋代赋税制度
四、宋代兵役制度与国防弱点
第四讲明代
一、明代的政府组织
甲、明代之中央政府
乙、明代内阁制度
丙、明代地方政府
丁、元明以下之省区制度
戊、明代地方之监司官与督抚
己、明清两代之胥史
二、明代考试制度
甲、进士与翰林院
乙、八股文
三、明代赋税制度
四、明代兵制
第五讲清代
一、制度与法术
二、清代的部族政权
三、清代部族政权下的政府
甲、清代中央政府
子、清代的军机处
丑、清代的六部尚书
乙、清代地方政府
丙、清代的各禁区
四、部族政权下之考试制度
五、清代的统制政策
六、民众的反抗运动
七、变法与革命
总论
· · · · · ·     (
)
","历史
钱穆
政治
中国历史
中国历代政治得失
中国
经典
国学
",unknown_value_please_contact_support
1003598,富爸爸，穷爸爸,[美] 罗伯特·T·清崎,电子工业出版社,,杨军,3-Jan,189,1600,元,平装,9.79E+12,"罗伯特?T?清崎（Robert T． Kiyosaki），他教人们成为百万富翁，这就是为什么人们称他为百万富翁学校的教师的原因。
“人们在财务困境中挣扎的主要原因是：他们在学校里学习多年，却没有学到任何关于金钱方面的知识。其结果是，人们只知道为金钱而工作……但从来不学着让金钱为自己工作。”罗伯特这样说。
罗伯特生在夏威夷，长在夏威夷，是第四代日裔美国人。他出生于一个教师家庭，父亲在夏威夷州教育部任职。高中毕业以后，罗伯特在纽约接受教育，大学毕业后加人了美国海军陆战队，作为军官和舰载武装直升机驾驶员，被派往越南战场。
从战场上归来后，罗伯特开始了自己的商业生涯。1977年他创立了一家公司，首次将用尼龙和“维可牢”搭链制成的“冲浪者”钱包投放市场，后来这一产品在世界范围内成长为价值数百万美元的产业。他和他的产品在《赛马世界》、《绅士季刊》、《成功杂...
罗伯特?T?清崎（Robert T． Kiyosaki），他教人们成为百万富翁，这就是为什么人们称他为百万富翁学校的教师的原因。
“人们在财务困境中挣扎的主要原因是：他们在学校里学习多年，却没有学到任何关于金钱方面的知识。其结果是，人们只知道为金钱而工作……但从来不学着让金钱为自己工作。”罗伯特这样说。
罗伯特生在夏威夷，长在夏威夷，是第四代日裔美国人。他出生于一个教师家庭，父亲在夏威夷州教育部任职。高中毕业以后，罗伯特在纽约接受教育，大学毕业后加人了美国海军陆战队，作为军官和舰载武装直升机驾驶员，被派往越南战场。
从战场上归来后，罗伯特开始了自己的商业生涯。1977年他创立了一家公司，首次将用尼龙和“维可牢”搭链制成的“冲浪者”钱包投放市场，后来这一产品在世界范围内成长为价值数百万美元的产业。他和他的产品在《赛马世界》、《绅士季刊》、《成功杂志》、《新闻周刊》上被广泛介绍。
1985年，他离开商界，与别人共同创建了一家国际教育公司。这家公司在七个国家设有办事处，向成千上万的学生教授商业和投资课程。他主持的长达一年的节目通过怀旧有线网在全美播放，以传播他的教育理论。
罗伯特在47岁时退休，做起他最喜欢的事情――投资。深感“有产者”与“无产者”之间不断扩大的鸿沟，罗伯特发明了一种教育玩具――“现金流”纸板游戏，并用它教会人们去玩那些在以前只有富人们懂得的金钱游戏。
虽然罗伯特经营的是房地产和小型公司，但他真正爱好和热衷的却是教育。他曾和沃格?曼了诺、 Zig Zedar和安东尼，罗宾斯等人一道同台演讲。罗伯特?T?清崎要传递的信息是清楚的。“为你的财务负起责任或一生只听从别人的命令，你要么是金钱的主人，要么是金钱的奴隶。”罗伯特举办过长到一周短到一小时的辅导班，教给人们有关富裕的秘密，虽然他的主题是通过投资来获得低风险的高回报，以及教会孩子们致富、教人们创立公司并将其出售，但他发出了一个强烈的信息，这个信息就是：你的天赋正等待被开发出来，请唤醒你的理财天赋。辅导班大部分参加者会高兴地离开，也有的很恼火，但每个参加过的人都深深地被打动了。
世界著名的演讲家和作家安东尼?罗宾斯这样评价罗伯特的工作：
“罗伯特?T?清崎所做的教育是有巨大影响力的、深刻的，也可以说是改变人生道路的工作，我对他的努力极为敬佩和推崇。”
在经济变革迅猛发展的新世纪，罗伯特的话将是无价之宝。莎伦? L?莱希特（ Sharon L．Lechter）
作为一位妻子和三个孩子的母亲，作为一位注册会计师，玩具和出版业的一位资深经理和咨询专家，莎伦?L?莱希特把她的专业知识奉献给了教育事业。
她毕业于佛罗里达州立大学萨马卡姆劳德学院，获会计学学位。随后，她进人了当时的八大会计师事务所之一，成为脐身这一行业的首批妇女。后来，她陆续做过电脑行业的一家增长迅速的公司的财务总监，一家全国性保险公司的税务指导，威斯康辛州第一家地区性妇女杂志的创刊者和联合出版者。同时她还一直保持着一位注册会计师的职业声誉。
她对自己孩子的成长十分关注，为此，她将自己的努力重点转向了教育领域。让孩子读书简直比登天还难，他们更爱看电视，而电视上的少儿节目降低了他们对于阅读的兴趣。她意识到学校根本没有采取有效行动来
面对这一挑战。
因此，她加人了创造第一本电子书籍――“会说话的书”的努力，这一产业如今已发展成为一个价值数百万美元的国际市场产业。在通过借助新技术将书籍带回到孩子们的生活中的努力中，她一直站在前列。
随着孩子们的成长，她更热情的投人到对他们的教育中去。她成为积极推动加强数学、计算机、阅读和写作等方面教育的活跃分子。她坚持不懈为提高整个教育系统的效率而奋斗。
“今天我们的教育体制已不能跟上全球变革和技术创新的步伐。我们不仅要教育我们的年轻人在学术上的技能，也要教育他们理财的技能，这不仅是他们在这个世界上生存下去，而且是生活得更美好所必须具备的技能。”
作为《富爸爸，穷爸爸》一书的作者之一，她将自己的注意力转向现行教育体制的一大缺憾，即对财务基础知识教育的完全忽视上。对任何有兴趣提高自己的财商和改善财务状况的人来说，《富爸爸，穷爸爸》一书都是一个很好的教育工具。
","什么是资产？什么是负债？个人贷款买的房是资产吗？个人财务状况如何评价？维持怎样的现金流才能保证我们个人财务状况不断改善？如何才能达到财务的自由？
罗伯特·T·清崎通过讲述他的两位长者——穷爸爸，身为大学教授的生父，富爸爸——善于投资理财的朋友的父亲，人生观、金钱价值观、投资理念的截然不同，以及最终生活方式、财务状况的不同结局，推翻了“高薪=财务自由”的财富法则。书中告诉读者要分清资产与负债，从容面对个人财富的变化，不要做金钱的努力，要让金钱为我们工作，从而最终达到财务自由的最高境界。
这是一本根本转变中国人传统价值观、金钱观、人生观的书，这是该书为什么创造了中国大陆销售奇迹的根本所在，将在今后很长的时间具有生命力，并继续上演销售的奇迹。
今天的财富是选择，因为选择，你可以拥有更多物质，有更多的舒适、快乐和自由，你可以成为你想成为的人；因为选择，你可...
",,"理财
投资
富爸爸,穷爸爸
财富
富爸爸
穷爸爸
管理
罗伯特·T·清崎
",unknown_value_please_contact_support
1003986,病隙碎笔,史铁生,陕西师范大学出版社,,,6-Mar,219,2500,元,平装,9.79E+12,"史铁生，1951年生于北京。1967年毕业于清华附中初中，1969去延安地区插队落户。1972年因双腿瘫痪回到北京，在街道工厂工作，后因急性肾损伤，回家疗养。1979年后，相继有《我遥远的清平湾》，《命若琴弦》，《我与地坛》，《务虚笔记》等小说与散文发表，并先后获全国优秀短篇小说奖，鲁迅文学奖等多种全国文学大奖。1998年病情转为尿毒症，终止透析。此后有随笔集《病隙碎笔》，散文集《记忆与印象》，长篇小说《我的丁一之旅》出版。
","史铁生用生动而通俗甚至是优美的语言追寻和探索了关于我们人生的已知和未知的道理：人生、命运、爱情、金钱、道义、信仰，健康的心态、成功的途径和价值、孩子的教育、家庭的纽带，共分六部分，243则。
","一 病隙碎笔1
二 病隙碎笔2
三 病隙碎笔3
四 病隙碎笔4
五 病隙碎笔5
六 病隙碎笔6
· · · · · ·     (
)
","史铁生
散文
随笔
哲学
生命
病隙碎笔
人生
中国文学
",unknown_value_please_contact_support
1004088,长袜子皮皮,[瑞典] 阿斯特丽德·林格伦,中国少年儿童出版社,,李之义,Mar-99,288,1780,元,精装,9.79E+12,,"一位小姑娘一个人住在一栋小房子里，生活完全自理，富得像一位财神，壮得像一匹马，他的爸爸是南海一个岛上的国王。她所做的一切几乎都违背了成年人的意志，不去学校上学，满嘴的瞎话，与警察开玩笑，戏弄流浪汉。但是，她花钱买一大堆糖果，分发给所有的孩子，这就是长袜子皮皮。
","目录
总序
林格伦和她创造的儿童世界
皮皮搬进维拉?维洛古拉
皮皮捡破烂并和别人打架
皮皮和警察玩拍人游戏
皮皮上学了
皮皮坐在大门上和爬树
皮皮组织一次野游
皮皮看马戏
皮皮接待小偷拜访
皮皮过生日
皮皮去商店买东西
皮皮玩海上遇险
皮皮接受一次难忘的访问
皮皮举行告别宴会
皮皮去航海
皮皮寻找斯彭克
皮皮组织问答比赛
皮皮赴咖啡宴
皮皮接到一封信
皮皮再次去航海
皮皮上岸
皮皮劝告鲨鱼
皮皮劝告基姆和伯克
皮皮对基姆和伯克不耐烦了
皮皮离开霍屯督岛
长袜子皮皮不愿意长大
· · · · · ·     (
)
","童话
长袜子皮皮
儿童文学
瑞典
林格伦
外国文学
童年
童书
",unknown_value_please_contact_support
1004250,秦汉史,钱穆,三联书店,,,5-Mar,328,2200,,平装,9.79E+12,,"本书为作者于1931年所撰写之讲义，上自秦人一统之局，下至王莽之新政，为一尚未完编之断代史。作为一代史学大师，钱穆先生秉其一贯高屋建瓴、融会贯通的史学要旨，深入浅出地梳理了秦汉两代的政治、经济、学术和文化，指呈了中国历史上这一辉煌时期的精要所在。诚如作者所言，“学者就吾所讲，退而循诵马班两史，庶有窥乎秦汉两代史迹之大概。即有精治马班原史，涉猎吾书，亦足供讨论钻研之一助。”
","序 第一章 秦人一统之局 第一节 春秋以下政治社会学术之剧变第二节 文化之西渐第三节 秦始皇帝之政治措施第四节 秦之文化第五节 秦政府之覆亡第二章 汉初之治 第一节 汉高孝惠之与民休息第二节 文景时代国内外之情势第三节 文景两朝之政治第三章 西汉之全盛第一节 学术之复兴第二节 武帝之政治 第三节 武帝之武功第四章 西汉之中衰 第一节 武帝一朝之财政第五章 昭宣以后之儒术 第一节 汉之中兴第二节 儒术与吏治第三节 博士之增立第四节 昭宣以下之学风第六章 西汉一代之政制 第一节 西汉之封建第二节 西汉之中央郡县第三节 西汉之中央官制第四节 西汉之地方官制第五节 西汉之封爵第七章 王莽之新政第一节 王莽之篡汉第二节 王莽始建国后之政治
· · · · · ·     (
)
","钱穆
历史
秦汉史
中国历史
秦汉
古代史
国学
中国
",unknown_value_please_contact_support
1004318,守望的距离：周国平散文集,周国平,东方出版社,,,Nov-99,433,2300,,平装,9.79E+12,"周国平：中国社会科学院哲学研究所研究员，哲学博士。著有学术专著《尼采：在世纪的转折点上》、《尼采于形而上学》，随感集《人于永恒》，散文集《只有一个人生》、《今天我活着》、《迷者的悟》、《守望的距离》、《各自的朝圣路》，纪世作品《妞妞：一个父亲的札记》等，1998年底以前作品结集为《周国平文集》（1-6卷），译有《尼采美学文选》、《尼采诗集》等。
","迄今为止，我的散文出过不同的版本和选本。其中，有三种是按时间顺序的完整结集，即：东方出版社1996年6月出版的《守望的距离》，收集了1983年至1995年4月的散文；东方出版社1999年10月出版的《各自的朝圣路》，收集了1995年4月至1998年的散文；北岳文艺出版社2002年10月出版的《安静》，收集了1999年至2002年8月的散文。这三种可视为其他所有版本和选本的母本，有了它们，就有了我将近二十年间所发表的几乎全部散文。
在与原出版社的合约期内，在未作任何宣传的情形下，本书在五年中印行了71000册，我对这个成绩深表满意和感谢。现在，在合约到期以后，我把本书略做修订，重新出版。所做的修订有三。其一，在初版时，匆忙交稿，许多文章是从原发表刊物上剪贴的，其中有一些不免被那些刊物的编辑做了删改，此次均按原稿予以恢复。其二，由于《妞妞——一个父亲的札...
","序
第一辑  存在之谜
未经省察的人生没有价值
幸福的悖论
每个人都是一个宇宙
失去的岁月
自我二重奏
探究存在之谜
永远未完成
第二辑  未知死焉知生
悲观·执著·超脱
思考死：有意义的徙劳生命的苦恼和创造的欢欣
海德格尔的死亡观
沉重的轻：虚无与偶然
父亲的死<b
· · · · · ·     (
)
","周国平
散文
哲学
守望的距离
思考
随笔
人生
散文随笔
",unknown_value_please_contact_support
1004325,致加西亚的信,[美] 阿尔伯特·哈伯德,哈尔滨出版社,,,4-Apr,130,1680,元,精装,9.79E+12,"阿尔伯特·哈伯德（Elbert Hubbard），1859年6月19日出生于美国伊利诺州的布鲁明顿，父亲既是农场主又是乡村医生。哈伯德年轻时曾供职于巴夫洛公司，是一个很成功的肥皂销售商，但他却不满足于此。1892年，他放弃了自己的事业进入了哈佛大学。他后又辍学开始徒步旅行英国。不久他在伦敦遇到了威廉·莫瑞斯，并且喜欢上了莫瑞斯的艺术与手工业出版社，即凯姆斯科特出版社。哈伯德到美国后，试图找到一家出版商来出版自己那套名为《短暂的旅行》的自传体丛书。当一切努力化为泡影后，他决定自己来出版这套书，于是罗依科罗斯特出版社诞生了。哈伯德不久就被证明是一个既高产又畅销的作家，名誉与金钱相继而来。随着出版社规模的不断扩大，人们纷纷慕名来到东奥罗拉来访问这位非凡的人物。最初观光客都在他住处的四周住宿，但人越来越多，已有的住宿设施无法容纳了，为此，还特地盖了一座旅馆，...
阿尔伯特·哈伯德（Elbert Hubbard），1859年6月19日出生于美国伊利诺州的布鲁明顿，父亲既是农场主又是乡村医生。哈伯德年轻时曾供职于巴夫洛公司，是一个很成功的肥皂销售商，但他却不满足于此。1892年，他放弃了自己的事业进入了哈佛大学。他后又辍学开始徒步旅行英国。不久他在伦敦遇到了威廉·莫瑞斯，并且喜欢上了莫瑞斯的艺术与手工业出版社，即凯姆斯科特出版社。哈伯德到美国后，试图找到一家出版商来出版自己那套名为《短暂的旅行》的自传体丛书。当一切努力化为泡影后，他决定自己来出版这套书，于是罗依科罗斯特出版社诞生了。哈伯德不久就被证明是一个既高产又畅销的作家，名誉与金钱相继而来。随着出版社规模的不断扩大，人们纷纷慕名来到东奥罗拉来访问这位非凡的人物。最初观光客都在他住处的四周住宿，但人越来越多，已有的住宿设施无法容纳了，为此，还特地盖了一座旅馆，在旅馆装修时，哈伯德让当地的手工艺人做了一种简单的直线型家具，没想到游客们非常喜欢这种家具，于是，一个家具制造产业由此诞生了。公司的业务蒸蒸日上，到1910年已经拥有了500多名员工，同时出版《菲士利人》和《兄弟》两份月刊，其影响力在《致加西亚的信》一书出版后也达到顶峰。然而一切都随着阿尔伯特和他的妻子爱丽斯在路西塔尼亚不幸遇难而结束。公司的重担落在了儿子伯特身上。尽管伯特十分努力地工作，但依然抵挡不了公司的衰落。
今天，罗依科罗斯特人生产的东西正在被人们疯狂地收藏；罗依科罗斯特公司的装订术、冶炼术和家具制造工艺也以其固有的魅力和独特的制造工艺为人们所喜爱。阿伯特·哈伯德这个名字也因《致加西亚的信》一书而声名远扬。
在美国陆军史上，安德鲁·罗文上校创造了一个可歌可泣的奇迹——把信送给加西亚。罗文是弗吉尼亚人，1881年毕业于西点军校。作为一个军人，他与陆军情报局一道完成了一项重要的军事任务——将信送给加西亚，他因此被授予杰出军人勋章。立功之后，罗文曾在菲律宾服役，因作战勇敢而受到嘉奖；退役后，他在旧金山度过了他的余生，于1943年1月10日逝世，终年85岁。
罗文的事迹通过《致加西亚的信》一本小册子传遍了全世界，并成为敬业、服从、勤奋的象征。
","当美西战争爆发后，美国必须立即跟西班牙的反抗军首领加西亚取得联系。加西亚在古巴丛林的山里，没有人知道确切的地点，无法带信给他。美国总统必须尽快地获得他的合作。这是有人对总统说""有一个名叫罗文的人，有办法找到加西亚，也只有他才能找得到。他们把罗文找来，交给他一封写给加西亚的信。关于那个“名叫罗文的人”，如何拿了信，把它装进一个油布制的袋里，封好，吊在胸口，划着一艘小船，四天之后的一个夜里在古巴上岸，消逝于丛林中，接着在三个星期后，从古巴岛的那一边出来，已徒步走过一个危机四伏的国家，把那封信交给了加西亚——这些细节都不是重点，重点是：麦金利总统把一封写给加西亚的信交给了罗文，而罗文接过信之后，并没有问“他在什么地方？”。
罗文的事迹通过《致加西亚的信》一本小册子传遍了全世界，并成为敬业、服从、勤奋的象征。故事很简单，但其中却学期着学习与创业的道理。
","中文版序
原出版者手记
1913年版作者序言
致加西亚的信
一本可怕的书
上天为你做了些什么？
如何把信送给加西亚
· · · · · ·     (
)
","励志
致加西亚的信
管理
自我管理
成功学
激励
管理学
畅销书
",unknown_value_please_contact_support
